city,name,img,detail,time,mileage,type,price,old-price,icon-new,label
北京,现代 领动 2016款 1.6L 自动智炫·豪华型,https://image.guazistatic.com/gz01190628/14/39/2f4c07e3a7512d3f471b1ecc79c3e83e.jpg,/hz/ed9c436a0393fe11x.htm,2016年,6.6万公里,到店服务,7.50万,14.50万,新上架,
北京,现代 索纳塔八 2011款 2.0L 自动时尚版,https://image.guazistatic.com/gz01190625/12/03/eaf89b53645161f8663af962575585d7.jpg,/qd/57f5b9c394ef90fax.htm,2012年,2.1万公里,到店服务,7.00万,18.10万,,
北京,长安 逸动 2018款 1.6L GDI 手动尊尚型,https://image.guazistatic.com/gz01190628/10/21/f899042b41d3ee6d58f85b2b94e40b1d.jpg,/dl/0e1a18621f938b1ax.htm,2018年,1.8万公里,到店服务,7.00万,10.20万,新上架,准新车
北京,福特 福睿斯 2015款 1.5L 自动舒适型,https://image.guazistatic.com/gz01190625/18/34/db66e856a5041fba74cae8431cf08eaa.jpg,/dg/b407969a86c7fb46x.htm,2016年,4.5万公里,到店服务,6.00万,11.70万,,
北京,雪佛兰 迈锐宝 2014款 2.0L 自动舒适版,https://image.guazistatic.com/gz01190625/16/53/bb5ad2136853056557b3d3b4561e456f.jpg,/cq/e818157d4945abcfx.htm,2014年,9.1万公里,到店服务,7.00万,18.40万,,超值
北京,日产 骐达 2011款 1.6L CVT舒适型,https://image.guazistatic.com/gz01190628/14/53/17ee34942800304a01cf28085f74ef42.jpg,/su/b3ec17f7d1fa457ex.htm,2013年,2.9万公里,到店服务,6.30万,12.50万,新上架,
北京,菲亚特 致悦 2014款 1.4T 自动运动版,https://image.guazistatic.com/gz01190627/18/03/6f5196af73f8d542c877f543098efa5d.jpg,/cs/c1be48143e12c12ax.htm,2016年,5.6万公里,到店服务,6.00万,15.10万,新上架,
北京,起亚K3S 2014款 1.6L 自动GLS,https://image.guazistatic.com/gz01190625/12/07/bffc4db296f8ffa0d5e46ac7c1c479b1.jpg,/huizhou/07e6e649a72c51c8x.htm,2015年,3.4万公里,到店服务,6.00万,13.50万,,
北京,标致301 2016款 1.6L 自动舒适版,https://image.guazistatic.com/gz01190626/12/27/cf40e3b344c372cb24bb1ec5dbeec4fa.jpg,/weifang/806fa686cba32461x.htm,2017年,2.3万公里,到店服务,5.32万,10.60万,,
北京,本田 哥瑞 2016款 1.5L CVT舒适版,https://image.guazistatic.com/gz01190621/18/08/6d55db0b8639dd9ca09ee3f2eb732413.jpg,/xa/37fad82cdf4d8245x.htm,2017年,2.7万公里,到店服务,6.97万,10.80万,,
北京,传祺GA4 2018款 200T 自动尊贵版,https://image.guazistatic.com/gz01190628/11/52/d3af5a5b435dc0984b63052a2fcd6e43.jpg,/cs/40f2b69d43178cfbx.htm,2018年,0.6万公里,到店服务,8.00万,12.60万,新上架,准新车
北京,东风风神A60 2016款 1.6L 自动豪华型,https://image.guazistatic.com/gz01190625/12/35/e921771d36ef046ab66034342dc05f36.jpg,/nn/bf3066be90623c69x.htm,2017年,100公里,到店服务,5.50万,9.10万,,
北京,现代 悦纳 2016款 1.4L 自动精英版TOP,https://image.guazistatic.com/gz01190628/11/07/10a57739c0ea229cc85c0d0649e20e3f.jpg,/dg/0c87ad5e8af4deccx.htm,2016年,2.3万公里,到店服务,6.50万,10.50万,新上架,
北京,本田 飞度 2016款 1.5L LX CVT舒适型,https://image.guazistatic.com/gz01190628/12/51/9a6fe9835c7184d2039806a3d391da98.jpg,/qd/56788b5db2e77c07x.htm,2016年,3.0万公里,到店服务,7.20万,8.90万,新上架,
北京,现代 领动 2016款 1.6L 手动智炫·青春型,https://image.guazistatic.com/gz01190628/11/19/0a37ca85717aaf3f896e21e3dfbd3425.jpg,/sy/3d9777c8b388a22dx.htm,2016年,1.4万公里,到店服务,6.30万,10.80万,新上架,
北京,本田 竞瑞 2017款 1.5L CVT舒适版,https://image.guazistatic.com/gz01190628/14/50/fc480346e8c3151166a5cbac8e9cd309.jpg,/dg/bc33b2580b9fe446x.htm,2017年,1.9万公里,到店服务,7.98万,11.90万,新上架,
北京,标致308 2014款 乐享版 经典 1.6L 自动优尚型,https://image.guazistatic.com/gz01190628/12/52/031e267a86049e75c5853a5e8d505672.jpg,/qd/70a2704b001db603x.htm,2015年,6.2万公里,到店服务,5.60万,12.60万,新上架,
北京,福特 福克斯 2017款 三厢 1.6L 自动舒适型智行版,https://image.guazistatic.com/gz01190625/17/59/da29af501169e5072aa004c9052a8890.jpg,/km/e5000baa0ee6e4bdx.htm,2017年,3.3万公里,到店服务,7.00万,13.80万,,超值
北京,雪佛兰 科鲁兹 2016款 1.5L 自动时尚天窗版,https://image.guazistatic.com/gz01190625/18/08/a0b79226eb04c5c7f69ee0c5cadbca1a.jpg,/cd/6b38c0a2b61032edx.htm,2016年,3.2万公里,到店服务,6.80万,13.80万,,
北京,雪铁龙 爱丽舍 2017款 1.6L 手动时尚型,https://image.guazistatic.com/gz01190628/12/15/8ae77ace706d73d241cc65af5f44d7c7.jpg,/xm/6d62a14e40a3f37ex.htm,2018年,0.7万公里,到店服务,5.50万,9.10万,新上架,准新车
北京,本田 飞度 2014款 1.5L LX CVT舒适型,https://image.guazistatic.com/gz01190627/13/48/3741c06db21817c3048f0e92717117be.jpg,/wx/467b64443305cb15x.htm,2014年,3.3万公里,到店服务,6.00万,8.90万,,
北京,大众 朗行 2015款 1.6L 自动风尚版,https://image.guazistatic.com/gz01190626/18/54/ad384a0c896604c162816c0dfda9789c.jpg,/zz/0962ef26e47c1a41x.htm,2017年,3.6万公里,到店服务,7.60万,13.60万,,
北京,大众POLO 2016款 1.6L Cross Polo 自动,https://image.guazistatic.com/gz01190626/12/32/86dc700b1bcf08a707dff9ed9380545b.jpg,/ty/f3e23d80d0a64d09x.htm,2017年,2.3万公里,到店服务,7.50万,12.80万,,
北京,标致301 2014款 1.6L 自动舒适版,https://image.guazistatic.com/gz01190625/15/20/9cd215e93e5813834a2d3eb7ea1f4472.jpg,/anshan/9da2a46b3dbc2636x.htm,2015年,6.5万公里,到店服务,4.20万,10.30万,,超值
北京,起亚K3 2013款 1.6L 自动GLS,https://image.guazistatic.com/gz01190628/11/26/823a9ca4e4c4a317dda973e1b04563ea.jpg,/xa/d0bf7c4569c93c22x.htm,2015年,4.6万公里,到店服务,7.00万,13.50万,新上架,
北京,大众 朗逸 2013款 改款经典 1.6L 手动风尚版,https://image.guazistatic.com/gz01190625/20/35/1c4431cfbc466711c4ea582829ece82d.jpg,/sy/ef17e37cb8b70cd8x.htm,2017年,2.3万公里,到店服务,7.00万,12.30万,,
北京,大众 朗逸 2015款 1.6L 手动风尚版,https://image.guazistatic.com/gz01190625/10/54/d32a05d5e8284b4872530debfdebcd19.jpg,/nmg/8f1b6be224bf70ecx.htm,2016年,2.5万公里,到店服务,7.00万,11.90万,,
北京,雪佛兰 迈锐宝 2014款 2.0L 自动舒适版,https://image.guazistatic.com/gz01190628/12/45/007abcbcc7caed8abcf91cef5cb219eb.jpg,/qd/d430bd06073df773x.htm,2014年,6.0万公里,到店服务,7.50万,18.40万,新上架,
北京,雪铁龙 爱丽舍 2015款 质尚版 1.6L 手动时尚型,https://image.guazistatic.com/gz01190626/12/40/037e91d42bcfe9cc08b2716894477398.jpg,/weifang/2a8fc61cc203f32bx.htm,2016年,2.6万公里,到店服务,5.00万,9.10万,,
北京,荣威360 2015款 1.5L 自动豪华版,https://image.guazistatic.com/gz01190624/11/27/da91cfffd6e9d763a226ac57201c02b5.jpg,/su/64d9f73e5f6498a1x.htm,2016年,4.8万公里,到店服务,5.10万,9.80万,,
北京,福特 福睿斯 2015款 1.5L 自动时尚型,https://image.guazistatic.com/gz01190627/10/51/221dc5935e09371db8364c6305ac8314.jpg,/nn/656dc1aa457b01c5x.htm,2015年,4.9万公里,到店服务,6.20万,13.00万,,
北京,福特 福克斯 2015款 两厢 1.6L 自动风尚型,https://image.guazistatic.com/gz01190627/12/26/87e7b8e5b4eb4e222758191aa0e5e875.jpg,/zz/e92bd4e1c5a1b3d1x.htm,2016年,4.6万公里,到店服务,7.00万,14.80万,,
北京,福特 福克斯 2015款 三厢 1.6L 自动舒适型,https://image.guazistatic.com/gz01190626/17/46/e2f7642601793d36b8624b73aba27057.jpg,/zhongshan/8a92a857dd5a8962x.htm,2016年,4.7万公里,到店服务,7.00万,13.50万,,
北京,起亚K2 2012款 三厢 1.6L AT Premium纪念版,https://image.guazistatic.com/gz01190621/12/35/85be5507ed8951e9e98b0d0857fb90e9.jpg,/xa/82a38daadda2e86ax.htm,2014年,5.0万公里,到店服务,4.70万,10.80万,,"超值,急售"
北京,起亚K2 2015款 三厢 1.4L AT GLS,https://image.guazistatic.com/gz01190623/10/06/73129a3b61bc3ebeeff899a6c18775fd.jpg,/ty/5e2afba8d9142ca8x.htm,2015年,4.5万公里,到店服务,4.90万,9.30万,,急售
北京,起亚K4 2014款 1.8L 自动DLX,https://image.guazistatic.com/gz01190627/13/07/c86367dd21910be973bea4d2574a63d6.jpg,/zz/b442850dd0a1cc43x.htm,2015年,3.8万公里,到店服务,7.70万,17.20万,,超值
北京,菲亚特 菲翔 2015款 1.4T 自动劲享版,https://image.guazistatic.com/gz01190626/17/39/8b686dab1d0523705900e235ce613f34.jpg,/ty/89f58388a539718bx.htm,2015年,4.7万公里,到店服务,5.50万,14.00万,,超值
北京,标致408 2015款 1.2T 自动豪华版,https://image.guazistatic.com/gz01190625/12/36/25455e4cf0dc9205985dc6727cc43e48.jpg,/tj/fdc305c7832cbbc1x.htm,2016年,4.8万公里,到店服务,8.00万,16.50万,,
北京,雪铁龙 爱丽舍 2014款 1.6L 自动时尚型,https://image.guazistatic.com/gz01190628/15/27/3e0b7d5b3c294d136d85faee73323830.jpg,/km/5b75952bd1bd9f32x.htm,2014年,4.2万公里,到店服务,4.00万,10.20万,新上架,超值
北京,日产 骐达 2016款 1.6L CVT酷动版,https://image.guazistatic.com/gz01190626/15/01/4bd179e590ee4f1c081b78f0914d85f5.jpg,/cd/a0991a47a92fca96x.htm,2018年,0.7万公里,到店服务,9.00万,12.40万,,准新车
北京,雪佛兰 迈锐宝 2014款 1.6T 自动舒适版,https://image.guazistatic.com/gz01190628/12/40/066ba4221670f1bcbbc5d1d0d3cf44e8.jpg,/xa/ed6ca3f800135f37x.htm,2014年,5.2万公里,到店服务,7.50万,19.70万,新上架,
北京,现代 领动 2016款 1.6L 自动智炫·豪华型,https://image.guazistatic.com/gz01190628/14/39/2f4c07e3a7512d3f471b1ecc79c3e83e.jpg,/hz/ed9c436a0393fe11x.htm,2016年,6.6万公里,到店服务,7.50万,14.50万,新上架,
北京,现代 索纳塔八 2011款 2.0L 自动时尚版,https://image.guazistatic.com/gz01190625/12/03/eaf89b53645161f8663af962575585d7.jpg,/qd/57f5b9c394ef90fax.htm,2012年,2.1万公里,到店服务,7.00万,18.10万,,
北京,长安 逸动 2018款 1.6L GDI 手动尊尚型,https://image.guazistatic.com/gz01190628/10/21/f899042b41d3ee6d58f85b2b94e40b1d.jpg,/dl/0e1a18621f938b1ax.htm,2018年,1.8万公里,到店服务,7.00万,10.20万,新上架,准新车
北京,福特 福睿斯 2015款 1.5L 自动舒适型,https://image.guazistatic.com/gz01190625/18/34/db66e856a5041fba74cae8431cf08eaa.jpg,/dg/b407969a86c7fb46x.htm,2016年,4.5万公里,到店服务,6.00万,11.70万,,
北京,雪佛兰 迈锐宝 2014款 2.0L 自动舒适版,https://image.guazistatic.com/gz01190625/16/53/bb5ad2136853056557b3d3b4561e456f.jpg,/cq/e818157d4945abcfx.htm,2014年,9.1万公里,到店服务,7.00万,18.40万,,超值
北京,日产 骐达 2011款 1.6L CVT舒适型,https://image.guazistatic.com/gz01190628/14/53/17ee34942800304a01cf28085f74ef42.jpg,/su/b3ec17f7d1fa457ex.htm,2013年,2.9万公里,到店服务,6.30万,12.50万,新上架,
北京,别克 英朗 2015款 15N 自动豪华型,https://image.guazistatic.com/gz01190628/13/15/51a0f13baf5896616c262562b36e775d.jpg,/zz/473d87c5bee0a54ax.htm,2016年,8.3万公里,到店服务,6.60万,14.90万,新上架,
北京,吉利 帝豪GL 2017款 1.8L 手动精英型,https://image.guazistatic.com/gz01190628/12/42/ef8a533e33302d670d79829cbb4b4f71.jpg,/su/fc8f028e8bf14f10x.htm,2017年,3.7万公里,到店服务,5.10万,9.30万,新上架,
北京,起亚K4 2014款 1.8L 自动DLX,https://image.guazistatic.com/gz01190625/11/15/38b4e8af41ea7d549ca8705c46caba20.jpg,/sy/ea55f7e3dc355a56x.htm,2016年,4.5万公里,到店服务,8.98万,17.20万,,
北京,别克 威朗 2015款 三厢 15S 自动领先型,https://image.guazistatic.com/gz01190624/13/39/c291364fdbf706c1223d20b1bdd37ac0.jpg,/hrb/d7f90a0fa5580f88x.htm,2015年,4.9万公里,到店服务,7.50万,16.80万,,
北京,起亚K3 2015款 1.6L 自动GLS,https://image.guazistatic.com/gz01190626/12/31/203380d801319130189e164475181ec7.jpg,/yantai/7966436a56c90881x.htm,2014年,8.6万公里,到店服务,6.00万,13.50万,,
北京,雪铁龙 爱丽舍 2016款 1.6L 手动时尚型,https://image.guazistatic.com/gz01190627/15/08/2dd92fa95cea349309ba0e9f07342bda.jpg,/qd/d690463cc0192fc3x.htm,2016年,2.5万公里,到店服务,4.50万,9.10万,,
北京,起亚K2 2012款 三厢 1.4L MT GLS纪念版,https://image.guazistatic.com/gz01190623/16/55/f4810e750550961aa1cd7ccbaf71a38a.jpg,/jining/fcabeea6c5dc78aax.htm,2014年,3.1万公里,到店服务,3.65万,8.50万,,
北京,现代 索纳塔八 2013款 2.0L 自动尊贵版,https://image.guazistatic.com/gz01190626/16/53/31533f2f7eb1e942d731b78150bf9afc.jpg,/qd/2bd1485232bd5bb7x.htm,2013年,3.2万公里,到店服务,8.35万,21.60万,,
北京,现代 瑞纳 2014款 1.4L 自动智能型GLS,https://image.guazistatic.com/gz01190627/18/20/108a76eb0f1513db6c6817dbd97b4d09.jpg,/handan/e461d221502d8c43x.htm,2015年,5.6万公里,到店服务,4.50万,9.40万,新上架,超值
北京,日产 蓝鸟 2016款 1.6L CVT高能版,https://image.guazistatic.com/gz01190623/12/54/a2f70adb5d1aa039bca47ce1bcedecde.jpg,/gz/d0a8be8fedc17e87x.htm,2015年,2.4万公里,到店服务,8.50万,15.60万,,
北京,大众 宝来 2016款 1.6L 自动舒适型,https://image.guazistatic.com/gz01190627/18/26/addd9fcf8341aaeeb017e9b386eb4f5d.jpg,/baoding/d08da418c0528a2ax.htm,2017年,1.1万公里,到店服务,8.90万,14.30万,新上架,
北京,标致2008 2014款 1.6L 自动潮流版,https://image.guazistatic.com/gz01190628/11/53/6b78a04f95a85a71eb67cc9d331eda0a.jpg,/nj/e3e52f0cffcb2b7ax.htm,2016年,2.7万公里,到店服务,6.50万,11.90万,新上架,
北京,长安 睿骋 2017款 1.5T 自动智享版尊悦型,https://image.guazistatic.com/gz01190628/11/22/0bea83e25da055aacafd0fc8b31f05e0.jpg,/wei/41d9fb6715b753c5x.htm,2019年,100公里,到店服务,10.00万,13.10万,新上架,准新车
北京,起亚K3 2015款 1.6L 自动GLS,https://image.guazistatic.com/gz01190623/09/24/93e3eef864afa56c8bd8e5f8a75ace42.jpg,/nn/ab0509b9f5f3b834x.htm,2016年,6.6万公里,到店服务,6.90万,13.50万,,
北京,丰田 雷凌 2017款 改款 185T CVT领先版 国V,https://image.guazistatic.com/gz01190628/10/58/508f745c074c476844df147b032e7f86.jpg,/cs/77727ea355891eb8x.htm,2018年,0.5万公里,到店服务,10.50万,14.70万,新上架,准新车
北京,MG 名爵6新能源 2018款 45T E-DRIVE智驱混动尊享互联网版,https://image.guazistatic.com/gz01190628/11/44/d804d1a72ca0624b47663d6f98a95a2d.jpg,/cd/a792965b9e40a5e8x.htm,2019年,100公里,到店服务,11.00万,18.40万,新上架,准新车
北京,哈弗H2 2016款 红标 1.5T 自动两驱豪华型,https://image.guazistatic.com/gz01190626/12/31/e9e99cae85bf8e110565d8210e2e9a29.jpg,/yantai/1dd83baacded8c91x.htm,2016年,3.1万公里,到店服务,6.80万,13.30万,,急售
北京,标致308 2014款 乐享版 经典 1.6L 手动风尚型,https://image.guazistatic.com/gz01190626/17/44/239d0d47f4bccfd71cda6844aa7a7d04.jpg,/cd/87fa6fb1c5e1906ex.htm,2015年,6.2万公里,到店服务,4.50万,12.40万,,
北京,斯柯达 明锐 2017款 1.6L 自动前行版,https://image.guazistatic.com/gz01190628/12/32/17a73fc014b8ccacbc1274dc8e25ff60.jpg,/cs/2e1d10f491e64507x.htm,2017年,3.0万公里,到店服务,7.50万,14.90万,新上架,
北京,荣威550 2014款 550S 1.8L 手动智选版,https://image.guazistatic.com/gz01190628/12/26/7b626227e7bc3a8e6eafe62fb830066d.jpg,/sh/b221c51a74b7fe9dx.htm,2016年,5.5万公里,到店服务,4.50万,12.70万,新上架,超值
北京,大众 高尔夫 2016款 1.6L 自动舒适型,https://image.guazistatic.com/gz01190623/18/08/fa0858ff5095d09baa233a1887929bad.jpg,/qd/a525af4586efb1f4x.htm,2016年,4.8万公里,到店服务,8.70万,15.70万,,"超值,急售"
北京,大众 高尔夫 2016款 230TSI 自动舒适型,https://image.guazistatic.com/gz01190628/14/53/b4f65022bdbbe0dd9c5f597d03f9800d.jpg,/nn/972caee4e71f5584x.htm,2016年,3.9万公里,到店服务,10.30万,16.80万,新上架,超值
北京,现代 朗动 2015款 1.6L 自动领先型,https://image.guazistatic.com/gz01190628/13/13/166abb0805e4d30751487203b4805709.jpg,/qd/0f52607d6ee1fc73x.htm,2014年,4.9万公里,到店服务,6.80万,13.90万,新上架,
北京,吉利 博瑞 2016款 1.8T 舒适型,https://image.guazistatic.com/gz01190628/13/29/9e0bae44292bc544dacee9946dcadd71.jpg,/sjz/06676262c9f3ffb1x.htm,2017年,2.7万公里,到店服务,9.00万,15.20万,新上架,
北京,起亚K4 2015款 1.8L 自动GLS Special,https://image.guazistatic.com/gz01190626/15/17/dca450725f54c4119b2fd15da07e297d.jpg,/su/9a0c93957a44df2fx.htm,2015年,5.0万公里,到店服务,8.30万,16.30万,,
北京,本田 杰德 2013款 1.8L 自动舒适版 5座,https://image.guazistatic.com/gz01190626/15/35/ad9166de3bbad4a3260f8d18244dfc5c.jpg,/qd/4842bba9a6c8d886x.htm,2014年,3.0万公里,到店服务,9.00万,16.30万,,
北京,现代 名图 2016款 1.8L 自动智能型GLS,https://image.guazistatic.com/gz01190627/16/06/7b925e6dce2d943b551a6857f5ff51ed.jpg,/jn/093893a2f2a75268x.htm,2016年,5.5万公里,到店服务,8.90万,16.30万,,
北京,大众 速腾 2014款 改款 1.6L 自动舒适型,https://image.guazistatic.com/gz01190628/11/29/d7c348e5fb1de7497bb95282423481f9.jpg,/su/892407a03f21baa2x.htm,2015年,5.3万公里,到店服务,8.20万,16.40万,新上架,
北京,别克 英朗 2010款 XT 1.8L 自动时尚版,https://image.guazistatic.com/gz01190622/20/38/733ae4aed206ee23ea582d28f03a0070.jpg,/wx/a6e17a390513679bx.htm,2011年,3.8万公里,到店服务,4.00万,17.30万,,
